PID,  Sale_Price
910251050, 67202.03973088402
903454090, 129083.19691080462
528253010, 208523.13672593332
527183060, 224229.46278401942
907135180, 125052.31601573002
906380110, 220383.17577458834
907192020, 185810.36287958024
902402150, 79956.95856404523
909276170, 180414.9520398975
906412010, 414575.64750244387
905452140, 146329.34636390657
531376030, 185821.73150221212
534277070, 117384.35598670873
910202060, 115723.65158530607
906226080, 136450.01653505006
903231090, 137444.33066463502
527359010, 177419.97449563994
923228370, 89769.74250898094
906402060, 245288.88547427126
903426010, 127346.05304728737
905200350, 156143.3545514353
535353130, 114434.13901581134
907285040, 253410.87501368514
923252080, 120595.78594163447
909250160, 101569.37891246515
907135230, 156184.78184849746
907131120, 200646.88077428524
532476050, 268772.4495269244
905104110, 141745.32590544273
528104080, 442043.2211815375
528181070, 223981.80055288356
907285020, 227212.52130099357
534129370, 142996.64128248053
907401080, 205604.37933504468
528348030, 270498.5488479615
905475500, 77117.92186493031
903453080, 205735.7429187285
903232090, 149770.5702896518
531363080, 146456.55577313202
528174030, 195146.6668001795
534129380, 124291.11884598064
528431020, 251688.50921273243
532376040, 123895.7035657104
903201020, 124898.29567181837
905105170, 118948.81766326449
533210010, 172390.93106043225
902201130, 119067.59911955916
532378220, 125842.41822580267
902405120, 108962.53717876127
907414060, 184903.02683245405
528222020, 182775.45651218164
923203190, 152795.37322148852
903233080, 157933.06830906248
531450120, 191341.65122644327
907181090, 200172.2276959056
528166150, 340936.0428439116
905480160, 94407.22201241583
534475170, 162982.51449587723
914478045, 140005.95396852182
531371070, 196551.34525894324
527165170, 173948.486717549
905202230, 215036.42149322195
909425180, 219954.58185289343
528315110, 326555.43240091787
907192130, 218343.06590931246
526355190, 299882.89977483626
909176080, 170510.91897952097
535353180, 197094.79116341798
535300040, 127149.65424593113
905200160, 94739.7387649632
528458060, 199168.80770440988
907254050, 203000.63765176575
527163040, 178643.20552641887
531452260, 168122.31320562906
528222040, 196900.050482884
923225360, 99700.04774657973
535457040, 127779.39951002013
904100170, 130892.53907801729
528218060, 171459.30929119812
908188150, 142081.47307498494
534252110, 127744.03390188568
909281030, 127626.80294600535
527354050, 180587.194552703
909275020, 167343.77560450215
907414070, 184984.31594188922
924151040, 268863.46231793746
903452025, 89575.52329051921
528280130, 189630.8358251777
528181030, 199819.333991679
533221030, 174768.53034162117
533208070, 169263.88794513143
902207120, 77036.11173206558
533205110, 220647.6692022569
533212110, 155182.0446969209
923276250, 154658.90839363993
527183030, 208608.4614471126
906402200, 297687.4113003677
527106140, 195430.73227187325
535383070, 123919.3566458666
528174040, 209616.5963612975
903481130, 89865.95499066082
528106010, 388566.019527145
533223100, 144366.63256385704
528188090, 164423.05332400138
526353030, 267710.76794808614
911103060, 94480.36546553488
533251120, 164749.9669274993
533254100, 175813.1259608359
909426090, 128127.24676057723
904352190, 134618.994320623
910226040, 165203.64370760423
908130020, 132116.97587851252
528458130, 332145.9908398117
907251100, 256697.35389727066
528429050, 233959.4474151294
531450030, 192053.8053208317
535152070, 129853.66742999801
535402010, 189335.70665651152
533212020, 165687.24969924035
528102100, 265553.6936445378
532376070, 127144.9832348774
902305090, 82615.19957661789
909425085, 269715.62247756234
534177180, 247336.7173281163
526351100, 165650.81482842378
528150090, 377702.6478844896
528348010, 252710.35152578974
903430060, 142606.97240085664
534402060, 141733.25170389784
533206060, 203119.73269831715
907285010, 232961.58274250187
907265100, 209052.38496029782
535327230, 101717.06425150942
535103050, 215492.12617959385
528488140, 226831.82666455786
905352180, 240798.6865430101
528178070, 353782.1676627893
531479020, 83345.79383847442
907201280, 133955.57432265172
902103090, 109272.82385538027
527180040, 194510.12943634187
902128075, 104330.69285352087
907290240, 139877.89622815375
528235190, 191238.79135871647
527455100, 138948.5756786297
533130020, 237982.68892361686
903476090, 93920.39682361
533212010, 158920.75468796046
528292030, 268422.7999454959
535353240, 168921.43988784662
535475010, 148015.86335445917
908127120, 114272.2760097379
923226320, 87393.57858335486
909452050, 231963.95772801482
905427030, 295985.2940075583
923225510, 135516.80221583636
902302150, 133541.81228894863
528222010, 282834.85946546623
902106040, 170878.11373761954
903236040, 108152.2048031437
527455240, 109876.23419431267
905227050, 140307.10010720848
906380180, 193163.5505120373
923228390, 72951.50253309388
527365010, 276958.0720724378
535376060, 137834.1692237561
528429080, 285236.31340889144
905107300, 165374.79331691083
909475020, 244126.38758522194
527403310, 147634.11054493123
528228340, 191664.01934807695
903231060, 37850.499314285575
534202160, 140663.14010565315
907192150, 188976.13591942133
527163080, 160276.679007337
528228430, 190621.553368501
914467050, 193225.87527398253
909175080, 46978.48872997068
902206040, 129269.04601668476
916477060, 301573.22131558816
911204100, 79881.8301630999
528480150, 202011.8132275682
909254090, 171716.294781348
905228050, 38779.53593986995
907425010, 143100.19853910524
906201021, 157336.21858989284
902207110, 74655.33460219942
911370520, 284653.743804342
534427140, 150877.91417655116
528431030, 221416.67741301283
904302030, 158671.5901469192
923201020, 132875.05837287958
905103110, 122781.64300867429
907285050, 186385.9336513217
905475150, 128665.3857104047
528427070, 227679.78499743444
534178010, 130276.92235295911
908154195, 448485.4877395435
909281130, 273622.4785628431
534175010, 141807.28001069522
528174050, 204943.07318130074
910200040, 112707.87426456192
905477010, 96150.55859571538
535154050, 122753.13751585873
923275140, 115082.907880404
905475160, 118316.06867806484
528382020, 325387.02251148305
533213140, 176013.8761433024
906392090, 262138.88203312512
906340090, 354873.76256925886
527453070, 136145.48313325527
903236010, 130033.58932304506
534431020, 135731.11730856332
534250410, 191446.05148612117
916253320, 243588.82562544948
923203100, 163366.53302465094
528221010, 190481.5152345491
527110020, 164782.141509413
527454130, 137798.4998393967
902206270, 142766.41758919353
535454050, 81009.2577523872
527107130, 181345.8485694879
532376180, 114439.91922497762
913350030, 206979.45872504826
534276290, 110021.86064385716
532354070, 141356.34209698436
535154130, 151344.62362314036
909427200, 159262.63779799364
534252060, 137691.1901978822
527451550, 107764.49581964435
923275200, 138033.77845540835
906225210, 162855.88028369675
527161010, 176784.41446458318
907405030, 221164.27548497074
535327140, 104549.15376763932
916475100, 304324.6716991946
905402070, 114302.34021242078
527302175, 170807.87038263315
903202170, 148596.02042442042
906426090, 178101.08974190144
910202100, 121120.90555179326
909451180, 132460.61248532694
905100060, 135843.58324596102
527355280, 202699.6027592255
909275110, 198705.32585845154
527302020, 196076.90403384584
534250400, 191410.38065001823
903235020, 99155.28325394164
528222030, 187613.90866912212
528477050, 363881.3378035838
533208020, 230601.52140524882
531452180, 200228.67602470782
909428180, 183663.29671443228
907262020, 189681.1233289191
535300120, 164995.93034409016
907275090, 219289.49971975366
903458110, 101098.63822007165
532376160, 134382.31258476275
528363050, 338044.0620789415
528458040, 238117.26861414727
527208010, 391698.9061472098
907185050, 198038.71917027136
527356050, 129083.76217720944
923203110, 151244.19187799963
905105040, 111316.8966169027
534475185, 148168.93745785134
907194160, 210100.6572228762
909254140, 117807.50905570498
902401130, 149651.7621402023
905108120, 155549.5775300802
908275300, 140341.9926773085
533221100, 167665.05103821398
533236060, 198143.5196162575
532377140, 126846.6331764218
527164060, 171346.39131400824
902301130, 114308.82145984947
528315090, 339222.57837142237
923225050, 130833.90886644454
902128020, 100832.22228023222
528280230, 230222.55284092843
